web-scraper-order,web-scraper-start-url,category-link,category-link-href,sub-category,sub-category-href,product-links,product-links-href,brand,concealer-category,concealer-category-href,name,next-page,next-page-href,reviews-text,top-positive-review,stars,review-keyword,top-negative-review
"1588348769-5945","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Travel Size Shape Tape Glow Wand","https://www.ulta.com/travel-size-shape-tape-glow-wand?productId=pimprod2012614","Tarte","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Travel Size Shape Tape Glow Wand","","","I use this even without concealer. Just dab it under my eyes after using the amazonian clay foundation. It provides a great, creamy brightening effect without looking glittery. Looks natural. I think you can also blend in with foundation or moisturizer, though this is a bit tricky because its not a dropper application. There's a travel size of this that I bought to try, but fair warning, it doesn't come work the sponge the full one does.","","4","Great brightening",""
"1588349401-6506","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Full Coverage Liquid Concealer","https://www.ulta.com/full-coverage-liquid-concealer?productId=xlsImpprod13621057","ULTA","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Full Coverage Liquid Concealer","","","I liked this product very much for my first time trying it. It was easy to work with, i used a sponge. I did have to set it bc it would settle into the one crease i have under my eye. But in all, it's a great formula at a good price point. Would very much compete with some high end ones","","4","Great",""
"1588347795-4872","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Under Eye Concealer & Highlighter","https://www.ulta.com/under-eye-concealer-highlighter?productId=xlsImpprod14521149","e.l.f. Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Under Eye Concealer & Highlighter","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","","","","","I've heard nothing but good reviews about Elf cosmetics. I needed a concealer and figured I would try this one because it's basically a two in one deal! At first I was in love with it (Now mind you I've never used any concealer before this.) I ran out of this VERY quickly, probably got 5/6 good uses..."
"1588348842-6037","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Colored Clay CC Undereye Corrector","https://www.ulta.com/colored-clay-cc-undereye-corrector?productId=xlsImpprod10821078","Tarte","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Colored Clay CC Undereye Corrector","","","I love this product. Helps cover the dark circles under my eyes from seasonal allergies. This is rich and creamy and sometimes does cake. I found if I use a thick moisturizer on my eyes and let it dry them apply this it works great.","","5","Love this product",""
"1588348159-5204","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Circle\Delete Concealer","https://www.ulta.com/circledelete-concealer?productId=pimprod2004082","jane iredale","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Circle\Delete Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","","I have very dark blue/grey circles around my eyes as well as rosacea that can sometimes get pretty intense. All this on fair skin. (Warm Silk shade shade I use). I do not wear foundation every day and was concerned that the the peachy Circle Delete #2 was too peachy/ dark for my skin tone and was te...","","",""
"1588348842-6036","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Colored Clay CC Undereye Corrector","https://www.ulta.com/colored-clay-cc-undereye-corrector?productId=xlsImpprod10821078","Tarte","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Colored Clay CC Undereye Corrector","","","I have tried SO many concealers to cover my dark circles, and they all ended up being too heavy, dry, or just not right. This one is incredible. If you're on the fence, try it!","","5","Best under eye concealer ever!",""
"1588349043-6313","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Line Smoothing Concealer","https://www.ulta.com/line-smoothing-concealer?productId=xlsImpprod10791951","Clinique","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Line Smoothing Concealer","","","","This concealer is so underrated, especially for those with REALLY dry skin. I've tried a lot of concealers: NARS Radiant Creamy, NARS Soft Matte Complete, Sephora Gel Serum, Tarte Shape Tape, UD Naked Weightless, etc. The Clinique Line Smoothing is by far the one I rely on and reach for the most. I'...","","",""
"1588348376-5452","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Conceal & Fix Ultimate Coverage Concealer","https://www.ulta.com/conceal-fix-ultimate-coverage-concealer?productId=pimprod2013067","Makeup Revolution","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Conceal & Fix Ultimate Coverage Concealer","","","Had to return due to list of ingredients.","","2","just ok",""
"1588348831-6031","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Light Shifter Brightening Concealer","https://www.ulta.com/light-shifter-brightening-concealer?productId=pimprod2011940","BECCA Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Light Shifter Brightening Concealer","","","This concealer accentuates EVERYTHING. It aged my under eyes by decades. I do love Becca's Aqua Luminous Concealer (except the shade range) so I'm going back to that. This was a TOTAL FAIL.","","1","Awful",""
"1588348738-5896","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Eyelift In A Tube","https://www.ulta.com/eyelift-in-a-tube?productId=xlsImpprod6420040","It Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Eyelift In A Tube","","","I don't struggle with dark circles under my eyes even though I am in my 60s., but there is a dullness to the skin under my eye.  This does the trick of eliminating that!","","5","Just what I was looking for!",""
"1588348852-6057","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Infallible Full Wear Waterproof Concealer","https://www.ulta.com/infallible-full-wear-waterproof-concealer?productId=pimprod2002563","L'Oréal","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Infallible Full Wear Waterproof Concealer","","","I absolutely love this concealer. I went into Ulta the other day to buy the Too Faced Born This Way concealer, which had previously been my favorite. I went up to the counter and shared my indecisiveness on buying the product due to the price, the girl working suggested I try this Loreal concealer because it was her favorite. I decided I'd give it a try and OMG I'm so happy I did. I love this concealer even more than my previous favorite Too Faced one. It covers my underage circles but doesn't look cakey and doesn't fade throughout the day. This is for sure my new favorite concealer! I use it with a beauty sponge and it gives a flawless look under the eyes. Try it out!","","5","My new holy grail!!",""
"1588348683-5827","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Disappearing Ink 4-in-1 Face Concealer","https://www.ulta.com/disappearing-ink-4-in-1-face-concealer?productId=xlsImpprod11151051","PÜR","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Disappearing Ink 4-in-1 Face Concealer","","","This is the Holy Grail of concealers! I have tried so many over the years and stumbles upon this one about a year ago. It is seriously the only one that covers my under eye bags without making me look like a raccoon and honestly, a little goes such a long way! I recently tried Shape Tape again (only because it always has so much hype) to give it another shot and immediately returned it and got another one of these. Just the best. 

My only complaint is that with the container, you can never tell when you are running low since it is silver.","","5","My Holy Grail",""
"1588348221-5266","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Soft Matte Complete Concealer","https://www.ulta.com/soft-matte-complete-concealer?productId=xlsImpprod15692183","NARS","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Soft Matte Complete Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","","","","","Didn't have the best coverage but I guess Im very used to my tarte shape tape (which I love and have repurchased multiple times)

I find that with my combination skin this concealer doesn't ever really set, even with a powder on top. It ""melts"" off throughout the day and looks cakey on my skin. I us..."
"1588349528-6667","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Beyond Perfecting Foundation + Concealer","https://www.ulta.com/beyond-perfecting-foundation-concealer?productId=xlsImpprod12021005","Clinique","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Beyond Perfecting Foundation + Concealer","","","Love this stuff! It's my new go-to foundation for face and body. Covers up dark eye circles, acne, and freckles on my arms amazingly. Matches my skin tone, amazing coverage and pigmentation. It's hard enough to find a foundation for porcelain skin, even harder to find a quality one that actually covers and doesn't oxidize. I was woefully disappointed by Two Faced full coverage foundation in Cloud after it matched me but didn't cover well at all and left my skin feeling wet. As long as you blend well and set, this won't crease, as with most foundations, but heavier applications in places such as under the eyes may crease.
This makeup is definitely heavy in pigmentation, but also in weight and feel. Great for oily/combination skin but dry skin or light makeup users might not enjoy. Be careful what powders you use or it may turn color, but an otherwise fantastic product I will buy again and again.","","5","Amazing Full Coverage Makeup for Pale Skin!",""
"1588348483-5588","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","See You Never Concealer","https://www.ulta.com/see-you-never-concealer?productId=pimprod2009414","florence by mills","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","See You Never Concealer","","","I love the never see you concealer! It's so light and perfect for my skin! I can hardly tell I'm even wearing anything it's so light! I absolutely love it","","5","It's my favorite concealer now",""
"1588348946-6186","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","All Nighter Waterproof Full-Coverage Concealer","https://www.ulta.com/all-nighter-waterproof-full-coverage-concealer?productId=xlsImpprod17191165","Urban Decay Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","All Nighter Waterproof Full-Coverage Concealer","","","","not enough product","","",""
"1588348376-5449","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Conceal & Fix Ultimate Coverage Concealer","https://www.ulta.com/conceal-fix-ultimate-coverage-concealer?productId=pimprod2013067","Makeup Revolution","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Conceal & Fix Ultimate Coverage Concealer","","","I love this concealer. It gives great coverage. I use it to spot conceal my face. Then I use the new MR powder foundation over, and it give me  beautiful natural look that still has a bit of glow without being too matte or too oily","","5","new hoily grail",""
"1588348652-5791","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","FaceStudio Master Conceal","https://www.ulta.com/facestudio-master-conceal?productId=xlsImpprod11851131","Maybelline","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","FaceStudio Master Conceal","","","I had not use more than 5 times and it has to be gone away from my makeup stuff ! Too sticky and crease .., I paid more for a quality Sorry","","1","Just ..",""
"1588348504-5623","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Double Wear Radiant Concealer","https://www.ulta.com/double-wear-radiant-concealer?productId=pimprod2008521","Estée Lauder","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Double Wear Radiant Concealer","","","","I have super dry skin and concealers tend to make my under-eye area look dry even with out being set. This concealer is great for a natural dewy look even when being set or baked even ! After having it on it will make the areas you applied it on look oily but blotting it a bit will make it look norm...","","",""
"1588348159-5205","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Circle\Delete Concealer","https://www.ulta.com/circledelete-concealer?productId=pimprod2004082","jane iredale","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Circle\Delete Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","","","","","i only want one of the colors!"
